,Unnamed: 0,Brand,Name,ID,sku,comments
114,114,l'orÃ©al,glow paradise balm-in-lipstick,pimprod2029868,2590938,"  Unfortunately, this didn't work for me.  It wasn't hydrating and barely provided any color.  If you want a product that feels like chapstick this  is it.  It feels like there is nothing on your lips.  The description for shade 130 is a ""neutral pink"" but it has an orangey tone and was very unflattering on my skin tone. Unfortunate because the consistency and feeling on was great. Will be returning  It is a fresh, moisturizing and enhanced natural looking lipstick that is quite flattering and easy to wear. My absolute favorite now! I've gotten rid of all the others I have as this is all I need!  Really nice color, almost matches my nude lip. I got Mulberry Bliss, and would definitely repurchase. Lipstick can be a little dry and gritty though it is usually comfortable. In my experience feels best when layered with a similarly colored gloss or clear gloss.  Its perfect if you don't wear a lot of makeup like myself. The smell is tolerable and it is light wait its like a light lip oil  i got nude heaven, i love how it kinda matches my lip color, feels nice on the lips pretty color, i wish it was little more shiny on the lips"
115,115,smashbox,be legendary prime & plush lipstick,pimprod2022163,2578560,"  This is the perfect soft, warm pink for my light/neutral skin tone. It is comfortable and lasts for several hours. It has a slight sheen and a little bit of slip. 5 stars.  i liked this lipstick but the color was too bright for me...  This lipstick has a beautiful texture and feels very soft and moisturizing. I usually use longwear/ stain lip products. This held up quite well- though it requires a bit more frequency of applications during the day than a stain it is worth it. Great color / pigment. Definitely looking forward to trying out more colors.  These are my favorite lipsticks, i have many brands including C.T and PMG, which i have been disappointed woth both mentioned brands. I was not expecting to love Prime and Plush so much. I have five shades; First Time, Stepping Out, Level Up, Literal Queen and Poolside. I love them all, but Literal Queen is definitely my favorite color for a pink that Barbie would aprrove of. My second favorite color is Level Up. I would buy all of them if i could they are so bomb  The shade is so flattering, I use it for that hint of pinky lips. Sometimes applied with the finger tips for a soft look. Super creamy, hydrates my lips very well and it is long lasting.  The shade Disorderly is such a gorgeous brick red. I'd say it's closer to a garnet red. Gorgeous, with no pink tones which every red lipstick seems to add. Looks great on my light olive skin. Gives a very plush and hydrating feel without slipping and sliding all over. It will transfer of course, but it stays on during otherwise normal wear. It doesn't pull a disappearing act like many others. I will be buying a few others for sure.  This is my least favorite shade of the three I splurged on, the others being Stepping Out and Spoiler Alert. Dont get me wrong, this is a beautiful color, goes on smoothly and lasts. It's one star off simply bc it's a little dark for me. I'm a light/medium mature woman who loves mauves but I have to play this color down a bit worn by itself. I did that of course and am very pleased with this shade that way but by itself it's a bit too dark for me. All of these go on smoothly and the mauve colors are great, especially combined. Beautiful colors, lots in the little tubes, would def'ly repurchase this great formula."
116,116,lime crime,matte velvetine lipstick,xlsimpprod17081411,2520543,
117,117,ofra cosmetics,long lasting liquid lipstick,xlsimpprod15931207,2511181,
118,118,ulta beauty collection,velvet matte lip crayon,pimprod2046747,2617504,"  I cant seem to find the ""Jungle"" color, Can you bring this shade back?  I love this lipstick but really wish you'd bring back the Jungle shade. I can't color match it anywhere else.  I've been looking for the Jungle shade. Where did it go? Ulta, what can I get in the meanwhile? Recommendations please. This is my favorite lip crayon in the store.  Love this shade, it stays on and fits my budget.  I love the formula. I have used it for 6+ years. But where did the favorite color Jungle go!?! It matched my favorite shirt and dress perfectly! Ulta please help?  It was what I wanted and in my budget. I will buy it again!  Will buy again  not my favorite but it isnt bad. the color was different then described and shown"
119,119,chanel,rouge allure luminous intense lip colour,pimprod2030096,2607861,"  illusion is the color I have and it's a perfect nude. I use several different lip liners and they all seem to go perfectly! Charlotte Tilbury iconic nude or even pillow talk .. so beautiful. and it makes the lipstick lasts longer.  I bought this lipstick for the reviews and what it says on how long it lasts, well it does not last more than two hours very disappointing on paying alot of money on a product does not last long. It does go on smooth but that's all it does will I buy again probably not. I want a lipstick that moisturizes my lips and will last alot more than two hours.  Beautiful finish - shinier than satin, but not glossy. Potent pigment, color lasts long for luminous lipstick. Hydrating. I didn't want to like it because it's so expensive, but I love it. Subtile is perfect for everyday wear.  Actually, I just did!  This purchase was to replace the tube I ""lost"" in a recent move.  Pirate is a perfect red!  So happy the Chanel line is in Ulta!  I got Subtile 211 but could've bought Pirate (cool tone bright red) and Angelique (luminous warm red pink) as well, and probably will end up doing so because all the shades are spectacular.  I enjoyed these more than the Chanel Duo Tenue stains, which I found too dry.  This is really the perfect balance of moisture, pigment and satin finish.  A+++++  Probably the best Red lipstick! Goes on smoothly and lasts the entire evening! Looks great on all skin types. So happy that Ulta is now carrying some Chanel!  I bought the ROUGE ANGÉLIQUE color and it is a natural looking color.  I have been wearing it everyday to work.  I have olive skin and big lips and have a hard time finding lipsticks that look good without being overbearing."
120,120,morphe 2,good talk blotted matte lipstick,pimprod2037788,2604647,"  Bought after reading all the positive reviews and am very disappointed. It is way too dry. Doesn't even start off feeling moisturizing, its just straight up chalky dry upon applying. Color was also way off. The pink has severe orange undertones.  Beautiful shade. Applied like like a blotted matte. Lasted a decent amount of time. Definiely apply after extoliating lips.  Another review had mentioned it and its true! these are a great dupe for the Glossier Gen G matte lipsticks! they give that amazing blotted lip look at a great, affordable price! if you're more fair id recommend picking up pink pucker or cocoa cutie!  I usually like wearing darker shades in the winter and this gave me that darker rich velvet burgundy look I was going for  One of my most used lippies, because it doesn't dry me out, and it genuinely looks amazing. I have both Cocoa Cutie and the Red Sunset colors, and I have found that these both somehow look most natural while improving my lip color, so basically magic. Would definitely get more of these in different colors, but I'm not big into pinks.  I'm a redhead and I got the cocoa cutie shade. On my fair skin it was a nice light orange brown. I will say to use this with a light hand to get the best results I think if you go too heavy handed it will be more cakey and drying. I like the look of the ""soft matte gradient lip"" look (which is a korean beauty trend) and I think this lipstick achieves that look very well. Also it works well with lip oils and balms and keeps its color if you want to add a shine finish instead.  So, im typical not the one to like the feelings of lipsticks on my lips since they normally sink into my fine lines and make my lips look superrrr crusty. HOWEVER, my older brother's girlfriend had gifted this to me for my birthday and I have fallen in love with it. This lipstick with a good lip liner is my go-to lip combo. It's extremely long lasting and doesn't exaggerate the fine lines in my lips. Its super affordable too and I will DEFINITELY repurshase when I run out of the one I have!!"
121,121,ulta beauty collection,dual ended lipstick & liner,pimprod2043307,2616004,"  The liner portion of the duo goes on nice and smooth unfortunately I could not test the lip color no matter how many times I twist it up  The shade on the swatch totally different than how it wears. Returning item.  I absolutely love this duo pen and the color! When I want a more nature look I pair it with Ulta lip lacquer Foxy Charme. It is also very long lasting even when eating and drinking.  I wear this and everyone asks what I'm wearing :) my fav!!  I picked this up last minute, I'm always looking for a lip liner that matches my lips. This is great! I love the dual end for liner or lipstick. I also have been using it for blush and some eyeshadow too!  Love this product!! Already bought two colors. It's amazing having the lip liner and the lip color in one. The double down color is beautiful. And great price. Love this:)  Love the 2 in one. Very convenient"
122,122,essence,the slim stick lipstick,pimprod2045848,2625500,"  Its so gorgeous!! I wanted to try it out and it's soo creamy.  Just bought Baby Got Blush and Brickroad. I love them! The colors are beautiful and they are very creamy. Test is underway now to see how long they last. I'm in love!!!  On me, the color ""Over the Nude"" is more neutral than peachy, but that's okay because it looks and wears like M·A·CXIMAL Silky Matte Viva Glam Lipstick in Viva Planet...at least on my lips it does. It's opaque and creamy even though it's matte. And what a price!! I wish they had more truly warm peachy nude tones in this formula...it's a great lipstick for the price!  I have the Sweet Copper color. Based on the color on the box and packaging, I thought this was going to be a different shade. The description also says ""brown"", but this is more of a bright, chili red. Either way, I loved it! The color STAYS long!"
123,123,estÃ©e lauder,pure color whipped matte lip color with moringa butter,pimprod2030739,2591245,"  This lipstick is a winner  Bought 2 shades online, but colors are way lighter than advertised. Not suitable for dusky girlies at all - cocoa whip, more like a light peach, and social whirl is a very bright fluorescent pink color. Stay away. Not transferproof either .  dries down matte but is not dehydrating and is super comfy on the lips!!  Bought this for my 93 year old mom who still puts her makeup on every day. She loved the color, not too bright and looks really pretty on her.  I really like the shade.Unfortunately, it seem that it was used  Perfect color and lasts all day  Love it"
124,124,laura mercier,petal soft lipstick crayon,pimprod2033906,2599318,"  I bought Jeanne and Ella and as a 35 year old mom who likes a no makeup makeup look.. these lip crayons are the best!  I wanted to love this, but the color is not the same shade shown.  The color Ella has more of an orange tint rather then the pink blush tint shown.  It also must be reapplied often as the color doesn't last.  This is the most amazing product! Associate in store recommended for a cream Blush option. I love it on my cheeks and lips! Long lasting and moon drying. Doesn't create or settle in pores or wrinkles when used as a blush. Just buy it!!!!  the color turns orange-ish on me, tho it's termed a pink and has zero staying power, none  I got the shade Elodie and it's just what I was looking for! A midtone dusty mauve that's not too brown or purple but *pink*. It's so hard to find true mauves! This is perfect for my fair complexion and just what I wanted! The shape of the crayon and weight is great, applies easily and smoothly! Feels light and silky, not at all like you're wearing lipstick! It won't last all day but that's fine, no lipstick really does. Has a satiny finish and a my lips but better look. So in love!  This is my second of these lippies and I love them. I recommend them, pretty and hydrating.  I got the color Zoe and it's a perfect shade for me. I have fair cool toned skin. It gives a soft diffused look. It will transfer, not terribly so, but I do wish it lasted a bit longer. I like the ease of application and the color payoff. I think I would buy it again if it were on sale."
125,125,estÃ©e lauder,pure color explicit slick shine lipstick,pimprod2044527,2618890,  Most high shine lipsticks have a very shirt wear time. Im able to get a few hours out of this one. 'Out of time' is a beautiful neutral pink shade on my light/medium skin tone. Feels very hydrating on. I cant wait to get some more shades!
126,126,too faced,cocoa bold cream lipstick,pimprod2033934,2596626,"  I have been searching for the perfect pink nude and chocolate strawberry is it.  Isnt too pale or too dark.  Its just the right tone.  Feels good on the lips, a creamy matte.  Hope they dont stop making this as I will want to keep re purchasing  I remember coming across these lipsticks in an Ulta sale once and I contemplated getting one because they were on sale lol, bur i never did. A day later they hadnt left my mind so i did research and purchased Ganache and omg…. its AMAZING, for a kinda tan hispanic the color is GIVING
!! I will literally wear this everyday, take it with me if i end up stranded. These are such beautiful nudes and even the packaging gives so much< 3 i will never stop buying Ganache for sure and i will try other colors in the future.  i love the color, but unfortunately it literally broke the first time i used it  The lipstick goes on real creamy and smooth. Also it stays on for most of the day.  Hot Chocolate is the perfect nude for me. It doesn't wash me out. Perfect nude color for my light brown skin. Stays on comfortably for hours!  This is the perfect color for a nude lip. Pinky brown. Goes on real smooth on the lips  Creamy matte and so comfortable! smells exactly like a chocolate chip milkshake, but scent is not overwhelming at all!  So pretty on the lips!"
127,127,juvia's place,nubian earth lipstick,pimprod2033077,2598699,"  This lipstick is amazing! I have darkskin and it looks stunning on me.  I had been looking for a dark color, near black but not black, that wasn't burgundy or purple and I finally found it! Sheeba is exactly what I was looking for, a cool dark brown and it looks amazing on! This is my first Juvias product and it did not disappoint. The lipstick is creamy and feels hydrating and the color is very pigmented with just one application. Will definitely be buying more of these lipsticks, I love my MAC but these are just as good and cheaper.  The color stays true on my dark hyperpigmented lips.  I just love it  I agree with another review saying this is a yellow-brown. Almost has the slightest green-olive tone. I LOVE it for my yellowy-olive medium-light skin tone. I use this with an orange-rose to mix in center (shown in pic). Hand swatch pic is pure Nile.  I absolutely love this product!!! It last through out the day, and the color is absolutely gorgeous! If you haven't tried it you're missing out!!!!  This color was exactly what i was wanting… did an ombre lip with this and it was beautiful  I love the creamy texture of this lipstick! I received so many compliments when I last wore it on Thanksgiving."
128,128,l'orÃ©al,colour riche les nus intense lipstick,pimprod2020713,2575586,"  Pretty colors, smoothing, satin sheen, pigmented  I really like the feel and look of this lipstick. It has a sheer glossy look to it. I need a darker shade, I'm olive skin and it doesn't show much on me.  I have been a high end lipstick girl for years, favoring Charlotte Tilbury Pillow Talk. Somehoe i came across the Nu Impertinent as a dupe so I decided to try it. It's definitely a dupe but I actually like the color better than CT and the formula us much creamier. I ended up buyinh two more colors: Nu Excessif and Nu Confident and I love then both!  it looks a little off when i first applied it, but its very creamy  It flakes  I like the color and texture  I usually have good luck with L'Oreal lip products, so I was surprised by how disappointed I was with this one. I purchased Nu Excessif, which on my fair was straight up orange. Not flattering. The formula is thin, and yet somehow looks cakey and settles horribly into lip lines that I didn't even know I had. It's patchy, doesn't last long, and bunches up in the corners of my mouth after talking and/or eating. And the scent. Who thought it was a good idea to put a nauseating old-lady rose scent in a lipstick? I feel like a lipstick, because it will inevitably get in my mouth, should smell/taste like something I would want to eat rather than the hand soap that's been in my grandma's bathroom for a decade."
129,129,mac,retro matte liquid lipcolour metallics,xlsimpprod17361033,2521061,
130,130,wyn beauty,word of mouth max comfort matte lipstick,pimprod2044283,2622307,"  very moisturizing and doesnt dry and lips. not hard to clean off either. love the colors.  I was really excited for the shade Amped, described as a Berry shade, but wanted to try it on in person, so I headed to the Ulta at the Mall of America! When I got there to try this shade, I was confused as it looked like the shades Amped and Express had heen swapped! Looking at Ulta online and Wyn's website, the shades were listed at Amped being a berry and Express being a vibrant rose, but in person Amped was the vibrant rose and Express was the berry! I ended up getting Express, but now I'm curious if I would have ordered online if this color swap issue would be the same for that! It's a bit confusing, but whichever name is supposed to be the berry shade, it's a great color! I guess just make sure to double-check these shades in person or hopefully they'll update their online swatches if they're accidentally swapped!  When Ms. Serena Williams labled her matte lipstck as comfortable, SHE MEANT IT. And it in fact delivers. I never thought i would find a lipstick more comfortable than the best chapstick but i was wrong. I definitly an lurchasing more colors  I was going to restock on MAC lipstick and saw this one instead. I went ahead and bought one to try and I love it. Now i'm adding more shades to my cart. I also love that this has few ingredients compared to other brands and it's a plus that it has castor oil, my lips don't feel dry with it on.  These lipsticks remind me of MAC Powder Kiss lipsticks, but even more comfortable and long-wearing. They have a beautiful, blotted finish. I especially love the colors ""Tell"" (a plummy rose) and ""Cheer"" (a rusty soft red).  This stays on and leaves a stain for a bit.  No lipstick stays on me like promised bc I drink water and eat all day long like a normal person. So yes this stays on longer than most but still it fades as per usual. I'm not mad about it. I liked it.  I dont like lipstick but this one is perfect! I found a great shade and it feels amazing on your lips. I forogt it was there"
131,131,half magic,mouth cloud soft matte lip cream,pimprod2040564,2611521,"  I got this as a free gift w purchase and I cant believe how good it is! Moisturizerizing, little/ no transfer color is beautiful im a huge fan just ordered a few more!  The pop of pink in ""invoice attached"" is truly fantastic! It feels light on the lips and fades into a stain with minimal transfer. But what really sold me on this product was the way my lips felt after removing it at night - so pillowy smooth.  I have been wearing another long wearing lip gloss for a very long time. But I am constantly looking for other new long wearing lip glosses. So I bought this one and I'm impressed. It cost less than many of the others, there are beautiful colors and it is long wearing without being sticky pr drying my lips.  One of my friendd got me house wife dreamz and I love it! It's not overwhelmingly orange, but is still pretty pigmented. Also, I LOVE the texture.  I love these. I love matte lip colors but alot of them will dry my lips out. this one doesn't do that. the color is beautiful as well.  I randomly picked up the shade ""invoice attached"" saying ""where was this when I went to the barbie movie"" anyway I swatched it and decided I needed it and now im sitting in my house with no makeup but this on my lips & I love it so much. it's so comfy its truly a soft matte feel & finish. the applicator makes it really easy to get the corners of your mouth and cupids bow. It isnt transfer proof (& doesnt claim to be) but I think as it wears off you could just add a clear gloss on top.  I got this in the shade Magic Brownie. I love a soft, diffused lip, and this formula feels excellent. It's creamy and smooth and reminds me of a fancier Colourpop Ultra Blotted Lip. I have fair, cool-toned skin, so it's been hard to find a flattering brown-toned lip shade. Magic Brownie is a beautiful color on me! It's very unique and it's not like any sort of brownish-red lip I've ever tried. I imagine it'll look fantastic with gloss too. This will definitely become a staple for me."
132,132,hourglass,unlocked soft matte lipstick,pimprod2042885,2620493,"  I was a bit worried about spending so much on this lipstick since it was online and I had no idea if the color would fit me or I'd like the texture, however, once I put it on, I absolutely loved it. I got Sparrow, and its a beautiful nude brown with some hints if gray (on my skintone, neutral medium tan). The lipstick applys smoothly with easy removal, and fills the lines and creases of the lips beautifully. It doesn't feel drying or thick, feels natural on the lips. The packaging is very luxurious feeling and I like the magnetic feature. If you're hesitant about the price, don't be, especially if its a color you adore and can't find anywhere else. It's worth the initial price!  I received the Unlocked Soft Matte Lipstick in Foxglove from Hourglass in exchange for this post.  It is a berry rose shade that I don't have. I love matte lipsticks, and this shade I can wear for everyday even going to church. I love it is very comfortable and feel very thin in my lips.  I absolutely love the formula of this. It glided on so easily and provided such a beautiful color to the lips. This shade (""Sparrow"") especially is so versatile I found that it looks amazing on my medium skin tone as well! I love that the packaging is magnetic, but also not too heavy so it's perfect for on the go. It has a very light scent and is not overpowering at all. If you're looking for a good quality lipstick, this one's for you !! 🥰  Hourglass doesn't disappoint and this was another home run from them. Super comfortable matte formula with a soft focus finish. Love the shape of the bullet for precision application and the packaging is extremely chic and elegant. Makes the whole lipstick experience a really luxurious moment. The formulas also wears really nicely. Doesn't get dry or crusty on the lips and reapplication is a breeze.  The Hourglass Soft Matte Lipstick is a game-changer! Its velvety texture glides on effortlessly, delivering rich, long-lasting color without drying out the lips. The matte finish is flawless and comfortable to wear, making it a must-have for any makeup enthusiast.  The new Hourglass Unlovked Soft Matte Lipstivks have to be my new favorite lipsticks! First off, the packaging is absolutely stunning! The lipsticks are so creamy and pigmented. They are not your typical matte lipsticks by any means, as they are not the least bit dry. I can't wait to add even more shades to my collection!  . I love the original formula of this lipstick line, but I'm like matte finish better. This formula is amazing!! Super comfortable, very smoothing on the lip line, easy to apply, beautiful shades too."
133,133,colourpop,xoxo bestie lippie stix trio,pimprod2045631,2626882,
134,134,stila,travel size stay all day liquid lipstick,pimprod2026888,2584759,"  I have been searching for something long lasting for my lips. A consultant at Ulta said Stila is the best. I decided to order this to try it out. Terrrrrrible, I  put it on in the bathroom, got in the car, and looked in the mirror, it was allllll over my chin area. I fixed it thinking I had done something wrong. It happened again! Still on the hunt for something that lasts longer than 30 minutes.  After reading reviews I thought I'd give this a try - it's awful.  Takes forever to dry, and travels outside lip lines.  Thankfully I only ordered the travel size, but a complete waste of money.  I've been using LipSense for 20 years...I'll stick with that.  I saw AOC speak on a hot summer day at an immigrant rights protest in Queens. Everyone was sweating buckets. AOC spoke eloquently with righteous anger. She looked beautiful and flawless despite the heat. STILA stay all day in Beso is her lip color.  This is a very rich red . Very classy red . I have blue undertones so it fit very well .  Beso is a beautiful true red color. I do apply with a brush. Love option of smaller size for purse."
135,135,laura mercier,high vibe lip color,pimprod2037498,2603398,"  nice light formula but it lasts awhile.  I didn't end of loving the Mauve color on me, and wish I tried something slightly pinker/plumier.  This is such a beautiful spring pink.  It's not too bright, not too dark-it's just right.  It also has some beautiful subtle gold sparkle to it.  It applies very easily, stays on incredibly well, and doesn't dry out my lips.  I found the perfects, long lasting lipstick, stain, balm all in one. Leaves a lovely stain, even after pizza! Beautiful colors. I bought Pop and Bright. I also love that this brand is healthy and cruelty free.  I'm obsessed with this product. Not only the shade is perfect for an everyday nude with just a pop of color but the FEEL of this lip product is amazing. It's def not a long wear but I knew that. I wanted moistened silk feeling lips and this is what I get so I'm happy to re apply  I really wanted to love this. But I'm disappointed to say, it makes my lips dry and sinks into every lip crease I have. Feels slippery and doesn't last at all.  Great color and lasts quite a while. It leaves a stain and I just put lip gloss over it and good to go.  Absolutely love the ""glowiness"" of the color ""Joy""…a very neutral sheen, that can go warm or cool, depending on what sort of lipliner and/or lip color you apply OVER it. (I prefer a bit more of a matte texture finish, which this does not have.)"
136,136,stila,deluxe mini stay all day liquid lipstick,pimprod2002379,2535177,"  I like the color it was beautiful for 60-year-old. It made me look useful.  Stila has gorgeous pigment.  It goes on smooth, and stays put. It is very rare that I ever have to reapply during the day. It doesn't feel dry on the lips, and the color does not fade. Patina was my first favorite liquid lipstick, and years and years later it is still my favorite. The shade, consistency, the wear, the comfort, the pigment…SHE IS JUST THAT GIRL! 🩷. Highly reccommend.  Stays on well  Good color. Lasts a long time.  I love Stila lipstick so I wanted a more everyday neutral shade so I ordered Baci which plainly states ""nude pink"" just opened it and it is far far away from any shade of pink, it is purple, looks nothing like shown or described online.  Love this color looks very pretty and just a nice classic color.  Love Stilla"
137,137,maybelline,super stay matte ink moodmakers liquid lipcolor,pimprod2039568,2610839,"  Im talking to a lawyer. Its illegal to sell used makeup and yall sent me this lip prodeuct with the seal broken and nasty in the cap. there was a stained filthy fingerprint on the side of it.  LAWYER. that  aint legal  Very Cheap ! Coming off very ugly ! Do not recommend! I don't know how anybody can like it!  everytime you close your lips you feel the stickiness abd its annoying  I bought this lipstick for the really nice red color variety but upon using the lipstick there is a really strong and unpleasant smell. Not a big fan of the dryness it leaves your lips feeling. Don't recommend at all.  I ordered two colors. They look beautiful on the website. However BOTH arrived open! Im tired of ordering products from Ulta and they are always open. I live far from the closest Ulta and lose out money cos I cant return them. It's disgusting and unsanitary no matter how many times you clean it. Now I am stuck with two expensive products that I'll never use.  This product stays on forever! 
Even after eating and drinking. I love it!  Their formula is sticky but makes my lips dry at the same time. The tip is not flexible. It is only superstay all day if you don't eat or drink."
138,138,kylie cosmetics,matte lip crayon,pimprod2041664,2616554,"  I got the matte lip crayon in Low Maintenance, love the color, the finish & the staying power is great.  However a few days after opening it the ""crayon"" fell out of the tube!  I keep it stored upright, it wasnt exposed to warm temps as its December in Ohio, it was never dropped and I hadnt turned the bottom to raise the product up because at this point so early on I hadn't realized it even raised up.  I am extremly bummed, such a waste but I'm glad it happened before I went out & got more shades, exactly what I had intended on doing."
139,139,kiko milano,jelly stylo,pimprod2018556,2571238,"  I typically never write reviews but I just recieved my Kiko jelly stylo in the mail today and…… it's absolutely gorgeous. I got the shade 501 starry rose and it looks amazing. The glitter shows up so well and the formula feels great on the lips. I'm excited to try more shades of this!!  It's like a luxurious, silky treat every time I put it on. I can't get enough of how amazing it makes me feel and how it instantly adds a touch of glamour to my day. It is an absolute game-changer for me, and I can't recommend it enough!  Looks beautiful! Can feel the glitter a littleee bit but overall love the way it looks. Someone recommended over a lipstain and lets just say 10/10 combo. Happy with purchase.  I got the lightest shade and j was a little worried i'd end up looking like my concealer lip days 😬 but it's actually really pretty. Very shimmery but not frosty. I would wear it over a lip stain to add a little color.  This is my new favorite lippie! The pigment is AMAZING and it feels more like a creamier lip balm. It has a nice shine and it's more than worth it's price point! I hope you love it as much as I do 💕  I absolutely love this jelly stylo!! I'm always looking for a good moisturizing lip gloss that lasts and isn't sticky. Well I found it! For some reason on my Ulta app I only have 2 colors to choose from but thats ok bc i do like the lighter color but other colors would be nice to try as well! I personally like purple lip color for my dark tan skin tone. Purple would be great Kiko!!  I love the lip balm it has a light tint and deeply moisturises my lips, my lips feels softer and hydrated"
140,140,rabanne,famous lipcolor metallic lipstick,pimprod2041398,2614804,"  I was excited to receive this lipstick.  When it arrived, I immediately opened it.  To my surprise I noticed it was not as light as advertised or shown online. 
Its darker (mauve) and very matte.  I was looking for a very soft pink more like cotton candy. 

I mixed it with a nude color didn't work. 

I will continue to use it possibly w/lip gloss but will not buy again.  I've been looking for a good metallic lipstick for months, they're hard to find. I never tried this brand but I sampled it and liked it. It goes on easy and is moisturizing enough to stay on after a meal for the most part. I'm more than impressed and will be trying other products as well.  Beautiful color. Very hydrating. Scrub your lips this formula picks up any little crumb on you lip. The color does fade away. It never fully goes away its just the ""metallicness"" kinda fades away. I dont think id be buying the metallic color from them again. I would like to other colors. Formula is really really nice"
141,141,rabanne,famous lipcolor matte lipstick,pimprod2041397,2614794,  Feels good on my lips and last a long time
142,142,r.e.m. beauty,on your collar matte lipstick,pimprod2032265,2595333,"  I was admiring this brand's great packaging and then decided to try their lipstick. I was impressed by the comfort, color, and wear, even though I already own so many favorites. I actually went ahead and bought another shade, the lip liner, and the cheek/lipstick product.  The lipstick didn't wear well, was constantly reapplying to keep the color even.  Definetly recommend for anyone looking for a light weight lipstick that lasts  when i say this is my favorite lipstick, i mean it 100%. i own every single shade. in every way, this product is perfect. it's matte, but not in any way drying. it's soft, buttery, & amazing. it leaves your lips feeling so nice. i've been through every single lipstick you can think of but this one, omg! perfect! i never even went in looking for this but the packaging looked so cute. it looks gorgeous, too! i need more shades! i swear by this lipstick & can assure you that you will not regret it.  I was excited to get this lipstick, and initially the consistency of it was very soft and smooth to put on, however my lipstick broke very quickly and easily with little pressure added to it. I wouldn't consider this high quality and not worth the price.  i love it, has cute packaging but not very functional because the lipstick doesnt go down all the way and will smudge on the cap if not careful  The color is pretty but the lipstick breaks easily."
143,143,kylie cosmetics,crÃ¨me lipstick,pimprod2039150,2610193,"  I am on the fence on this one. Moisturizing which is great but it is also such a soft tube it broke off right away and is a pain to use without making a big mess since it is a richly pigmented color. I have lighter skin so certain colors would not work for me in this brand. Overall a good lipstick that lasts a reasonable time on and does not feather into fine lines.  This has a greasy feel and the color not sorry is the same as the lip kit nudes.  this is actually one of the best smelling lipsticks and lasts for a very long time  I had it on while I was out shopping for hours in hot weather and while I worked out for an hour right after and it literally lasted the ENTIRE time NO TOUCH UPS at all! It didn't bleed either.  Was looking for a new lipstick after my old brand changed their ingredients. this lipstick is amazing. so silky and soft on my lips.  Ok so I will be honest when I say that I'm not crazy about the Kardashan/Jenner clan. HOWEVER Kylie Jenner knows how to make makeup!! This lipstick is moisturizing, satin shine finish is perfection, and color payoff is incredible! Absolutely worth it.  This lipstick goes on super creamy and very pigmented. It's super smooth gliding on, however, the color online isn't a good representation of the actual color. It's a little lighter and has more red than brown/pink tones that i thought."
144,144,iconic london,multi-use lip and cheek cream palette,pimprod2038210,2608766,  This pallet is great because it is so versatile. You get six shades which is such a great deal! The shades are definitely more sheer but you can build them up to a beautiful flush of color!  Very smooth and goes on great!!  The colors are gorgeous but sheer. I expected them to be more pigmented. With the exception of the darkest shade I had to apply multiple layers to achieve a hint of color on my cheeks. Wears like a stain on the lips. For reference l have a medium deep skintone. Might work better on lighter skin shades.  It's got all the perfect shades you could ever wish for for your cheeks and your lips!   Great to use as eyeshadow as well!  Love love love these colors for spring and summer!!!!!!!!  :)  I love the concept behind the palette. powder blush palettes are more common  but I love cream blushes and thought awesome! I just wish it was more pigmented. I felt like I had to layer a lot to get the flush of color.  the elf putty blushes pack more of a punch than this. overall underwhelmed sadly.
145,145,kvd beauty,metallic everlasting hyperlight vegan transfer-proof liquid lipstick,pimprod2043018,2622268,"  PLEASE, if this brand does anything, bring back the old formula. This lipstick used to be my holy grail, until they switched formulas and it's TERRIBLE. Ever heard of the saying, ""If it aint broke, don't fix it?"" BRING BACK THE OLD FORMULA, KVD. 🙄  Ghost bloom looks like a super purple color when it's described as plum brown. The formula has changed from the old kvd I agree with others saying you need several layers of this. The packaging is pretty but feels light and cheap. Considering returning because it's not flattering.  Queen of Poisons is supposed to be the new name for the shade, Lolita, however, it is nowhere near the original Lolita shade. Very disappointing and will be returning.  The new lolita (queen of poisons) is nowhere near the shade of the old lolita. Very disappointing and will have to return!  It goes on smoothly and smells delicious like a cupcake or something. Very black. Perfect matte consistency.  KVD lipstick is my favorite but the lipstick is totally different than before. It's not as pigmented so you have to apply layers, which eventually makes your lips dry and lipstick turns flaky. I miss the old KVD liquid lipstick.  I have tried many lipsticks over the years and none of them can compare to the KVD Hyperlight Liquid Lipstick. It truly is lightweight and has wonderful pigment. It makes my lips feel smooth and sometimes I forget I'm even wearing it. I have multiple lipstick shades and I love them all!"
